text,first_label,second_label
"In nature the person who is strongest will have the most rights, simply because he can use his strength to get his way. Weapons make you stronger. So if I have a weapon I naturally have more rights.",Rational Persuasion,Logical Appeal
"Maybe if you had a boyfriend, he'd want you to advance your career too. You don't know because (AFAICT) you're straight.",Manipulation,Negative Emotional Appeal
"So does bonfire smoke. And exhaust smoke. And candle smoke. It's all in the dose, and the dose of second-hand smoke you receive by walking by a smoker in a ventilated area is so close to zero it literally doesn't matter. You're worse off sitting by a fire pit or campfire for a few minutes.",Rational Persuasion,Logical Appeal
"The more money you have, the nicer EVERYTHING you get. Filet mignon costs more than McNuggets, Harvard costs more than community college, and a mansion costs more than a trailer.",Rational Persuasion,Logical Appeal
"As a private citizen, I also am a human with the capacity to make ethical decisions and face responsibility. There is nothing inherently more ethical about a police officers judgement than my own.",Rational Persuasion,Logical Appeal
"If things would be better without privacy, why are you posting under an assumed name rather than your legal name?",Manipulation,Negative Emotional Appeal
The moral measure of potential harm to others cannot be based on if the victim finds out. Rape is ok if the person is drugged so noe violence is necessary and they are unaware and a condom is used so that no stds are transmittes or pregnancy occurs?,Rational Persuasion,Logical Appeal
"Yes, that certainly makes all my points invalid. Were you taught logic by an average teacher as well?",Manipulation,Negative Emotional Appeal
"You're complaining because you make five times the salary of a minimum wage worker, and *you want their wages to stay lower so you can still buy as much*.",Manipulation,Negative Emotional Appeal
"So you seem to not have an issue with *causing* pain, merely in *perceiving* the pain being suffered? Sounds pretty childish to me...",Manipulation,Negative Emotional Appeal
"Look up what a Mississippi appendectomy is. Those aren't from all that long ago. Hitler got his ideas for a eugenics program from us, after all.",Rational Persuasion,Empirical Evidence
"You've clearly never driven a variety of vehicles. What is safe in one car, is harrowing in another. A van or truck going 65-70 on a 55mph highway in Ohio could be in the middle of a cornfield when a gust of wind happens. Then you have older cars, cars that are not as powerful.",Rational Persuasion,Logical Appeal
The five members don't gain influence by being in the UN. The UN gains legitimacy by having the five most powerful countries in the world as it's permanent members.,Rational Persuasion,Logical Appeal
"""The feds arrested me for keeping my son in the broom closet and then killing him on his 18th birthday, but I had every right to do that because he wouldn't have existed at all if it weren't for me!""",Manipulation,Others
"Why is it that in every instance where your assertions about, what you call, 'republican' states ends up being wrong, you make up an excuse why it doesn't count?",Manipulation,Negative Emotional Appeal
"I would like to take anyone who does not understand this and make them stand at the FDR memorial for any given 5 minutes. Planes sound like they are crashing into DC all the time, every day.",Rational Persuasion,Personal Disclosure
"You're judging the crayon sharpener based on its utility. What about its value as a status symbol? Not only do the *cool* kids have the crayons with a sharpener, but it also shows that your parents love you more than the parents of kids without the sharpener or with (God forbid) Roseart crayons.",Rational Persuasion,Logical Appeal
If the suspect has a chance of not actually being dangerous he shouldn't be shot period.,Rational Persuasion,Logical Appeal
"You laugh, but I think porn has been attributed as the reason vhs won out over betamax, and certainly a driver for improving bandwidth on the internet. (At an unnamed university I had worked for it was estimated that at any time 30% of the internet traffic coming from the dorms was porn).",Rational Persuasion,Personal Disclosure
"Or you could say that they've had it drilled into their heads that they're supposed to be logical, and so they're more comfortable/familiar with such tasks. Different =/= Fundamentally different",Rational Persuasion,Logical Appeal
"You need to spend some time with a baby. Not shaking them to death or throwing them through the window may be the hardest thing you've ever done. I understand your point if you're talking about older kids, but you are way out of touch when it comes to taking care of babies.",Manipulation,Negative Emotional Appeal
"You have textbook narcissism. There's not much else to say, because I am not a professional psychologist or anything. Don't worry, your condition is not serious. Everyone wants to be admired at some point. But seriously, talk to someone. It'll help.",Manipulation,Negative Emotional Appeal
"And look how that turned out, kids have few rights. Juvenile trials are a joke, schools strip away rights, the rights of children are often over looked.",Manipulation,Others
"But you can devote time to one activity and still have time to pursue relationships, friendships and other hobbies - just because your main focus is a particular trade or hobby, doesn't mean you can't do other things as well.",Rational Persuasion,Logical Appeal
"Welcome to the world. Learning social skills should be part of school, because you aren't getting through life without them.",Rational Persuasion,Logical Appeal
Being able to post naked photos of a person online without their consent is a civil liberty?,Rational Persuasion,Persuasive Inquiry
"Feminism tends to *directly* face women's issues, but as a side effect the world gets better for men as well. Challenging gender roles helps both genders. Fighting rape culture helps male rape victims as well.",Rational Persuasion,Logical Appeal
"The solution is not to enforce it, but to reward poor women for not getting pregnant. For example, 10 grand to get a procedure done that makes you unable to have a child for 3 years.",Manipulation,Othering
"They have posted many screenshots of them ""totally owning religious fundies"" on facebook statuses where someone simply said ""I pray that"" or some other non offensive phrase.",Rational Persuasion,Others
"Daily mail? YouTube? Yep, spermjacking happens literally all the time according to your pro sources.",Manipulation,Negative Emotional Appeal
"Well, that is part of the fundamental nature of free speech, after all. You could say the same thing about the show South Park, that it angers conservatives by slamming their beliefs into the ground, but the fact that you have a right to do that is part of the point.",Rational Persuasion,Logical Appeal
"If you can be ""just family"" with your sister, you can be ""just friends"" with another female.",Rational Persuasion,Logical Appeal
They regret trying to kill themselves but if their temporary problems are still around afterwards they try again. It's not all that surprising,Manipulation,Othering
Don't say it's easy to get out of homelessness because that's not true. Becoming homeless usually starts years before you lost your home.,Rational Persuasion,Logical Appeal
"A pool where 80% are unqualified and the best 1% are only slightly above average when compared to males. I can't think of an easier way to make ""the first-cut"" in a time of a draft.",Manipulation,Othering
Protests inherently create or are involved in emotionally-charged situations. This could lead to more wide-spread bans on protests than you think because any could potentially lead to violence.,Rational Persuasion,Logical Appeal
"In a matter of a very short time, or so it will seem, you will be 93. You will change your own view by then.",Manipulation,Negative Emotional Appeal
"So do you just point at everything you don't like and yell ""WHITE GUILT!!!"" or do you have some kind of coherent argument for that connection?",Manipulation,Negative Emotional Appeal
Do you realize that most kidnappings are made by parents unhappy with the divorce resolution? How can you group it with rape or murder?,Rational Persuasion,Persuasive Inquiry
"To support your point, they already pay for plasma, which sets a precedent.",Rational Persuasion,Logical Appeal
"If this were the case, this episode would have caused a massive outcry. *Fry, Zapp and Kif were sentenced to death by rape.* So, where's all the commentary about rape culture? Where's the hue and cry about how rape is a terrible thing? Well, it happened to men, right?",Manipulation,Others
"I'm 26 and I was feeling the same. Go bone a bunch of hot chicks, go out to the bar, have fun. We're all gonna be dead in a hundred years anyways. Go have fun while you're here.",Manipulation,Scarcity
"If you're paying 130 bucks a month for a gym membership, you need to find a new gym.",Rational Persuasion,Logical Appeal
"|there is no such thing as 'good' and 'bad' food. Are you serious? There absolutely are 'good' foods and 'bad' foods. Yes, you can eat 'bad' food and control your portions without gaining a ton of weight, but to say there is ""no such thing"" is asinine.",Manipulation,Negative Emotional Appeal
"That anger is occurring because you're placing your friends life in front of those they are sacrificing to help. Imagine instead that your friend has ebola, and that no doctors will go near them. How would you feel about the sacrifice in that situation?",Manipulation,Negative Emotional Appeal
Your title and your post are contradictory and you really should delete this and resubmit a coherent post.,Rational Persuasion,Logical Appeal
Oh honey. You will look back on this post in 5 years and just cringe. You sound like such a brat it's amazing.,Manipulation,Negative Emotional Appeal
"Do you eat vegetables? Dung has been used as fertilizer for centuries. Would you rather eat something that grows on the dead, or that grows on excrement? Because you're already doing the latter; might as well give the former a shot.",Manipulation,Negative Emotional Appeal
"Or don't date/ask out anyone with a connection to your workplace. You will only be labeled a creeper of you keep persist once the girl said no. Reguardless of what r9k tells you, you aren't automatically labeled a creep just because of social awkwardness.",Manipulation,Negative Emotional Appeal
"The difference between a black and a white person is far, far smaller than the one between a pit bull and a beagle... Do you also happen to believe a wolf is as prone to violence as a chihuahua?",Manipulation,Others
"We're going to need to be able to store energy on a massive scale for solar to start providing baseload power, and for countries without the right geography for pumped hydro that's an unsolved problem, and even pumped hydro isn't cheap.",Rational Persuasion,Logical Appeal
"Science doesn't say they're immutable truths though. They're models of the universe which fit the evidence we've seen so far. All scientific models, even the most basic, are subject to revision or deletion if more evidence arises. Newton's laws of motion were revised by Einstein, for example.",Rational Persuasion,Empirical Evidence
"Are you here to participate in a discussion, or just shrug and say *""it's my personal preference?""*",Manipulation,Negative Emotional Appeal
"Similarly, handicapped children will be subject to teasing, hazing, and prejudice by their peers, thus hindering their social growth. Thus, mandatory screening of fetuses and forced abortions if disabilities are detected.",Manipulation,Othering
"These axioms are undoubtable only within the system of mathematics, and that is because they are deduced from each other (i.e., relative). Speaking of ""truth"" outside of whatever system defines it is nonsense. e.g. inferring from mathematical truth some universal moral truth is not legit.",Rational Persuasion,Logical Appeal
"It's not the university's job. It's the student. I went to college and enriched my life because of the courses I took, how much effort I put in, how I conducted my social life, etc.",Rational Persuasion,Personal Disclosure
"I have to disagree. The Chicago school of Economics heavily influences modern economic theory. While neo-Keynesianism still favors the ideas of an imperfect, irrational market and sticky wages, the ideas of rational expectations have thoroughly been accepted.",Rational Persuasion,Empirical Evidence
"Did you notice that your second link rants against ""feminazis""? not exactly the poster child for the demographic we're talking about here. Have you investigated your sources the tiniest little bit? I get a sense you're quote mining for any scrap that seems to support your preconception.",Manipulation,Negative Emotional Appeal
"Sorry, I didn't personally climb to the apex of the food chain to eat bacteria from a vat. I did it so I could pay corporate farms to raise and kill my genetically-modified, hormone-ridden meat for me. I'm a *hunter-gatherer*.",Manipulation,Negative Emotional Appeal
"So basically, you'd like to live in a society that will be easily conquered by an organized state and be forced to subdue. Got it.",Manipulation,Negative Emotional Appeal
"Look, even though Yveltal is Dark/Flying, Xerneas being the fairy type can really change the battle against dragon, and bringing great pros to your team having that powerful of a Fairy type.",Rational Persuasion,Logical Appeal
The problem here is that you're choosing your own personal pleasure knowing that in doing so you're hurting someone. You make yourself an accomplice to the betrayal.,Manipulation,Negative Emotional Appeal
"I don't know if it'll change your mind, but the reason I drive a manual is that it cost me about $1,500 less than the exact same car with an automatic transmission.",Rational Persuasion,Personal Disclosure
"His racism comes from the idea that ""protected classes"" (of which he lists non-whites) are likely to sue for discrimination.",Rational Persuasion,Others
"You're the kind of manager everybody hates. If that kind of ridiculous behavior exists in the workplace, it affects productivity. If productivity is affected, profits fall. If profits fall, you're the first person in line to take the blame. Frankly, rightly so.",Manipulation,Negative Emotional Appeal
"For someone who seems so unconcerned about appearance, you sure do harp on it a bunch. Most girls who do tons of makeup in the morning are just running through their routine, not thinking about defining themselves and the perception of their look. They just like their face to look nice",Manipulation,Social Conformity
"During that era there were communist ""witch hunts"", intolerance, and paranoia. Not to mention events like the civil rights movement, the controversial Vietnam war, and later watergate, etc. ""American Society"" has always been in a state of change and turmoil, there never were any golden years.",Rational Persuasion,Empirical Evidence
"Why do you like to think we're ""in the sweet spot""? The only way to I can interpret that is ""I like to think things wont keep getting better"". If that's not it please elaborate.",Rational Persuasion,Persuasive Inquiry
"The first one, about the money needed to date a girl. Trust me: it's far, far worse in Asia.",Manipulation,Othering
"That it's legal obviously makes it *worse* (much worse!). It's like a scifi conspiracy theory that became reality, while we've been turning a blind eye...",Manipulation,Negative Emotional Appeal
Why is it necessary to consider only whether or not another being has moral agency? You haven't yet explained *why* agency is a prerequisite for ethical treatment of another living thing. You've only explained that it is.,Rational Persuasion,Persuasive Inquiry
"Well George Bush's approval rating was 49.5 when he left office. For comparison, Obama's was at 50.1 when he was reelected. So I don't think Bush is as hated as you make him out to be.",Rational Persuasion,Empirical Evidence
Because almost no one is pirating just to try it and then go and buy it.,Manipulation,Social Conformity
"Why? You chose to be in that relationship with that person. If that person isn't a blowjob machine, why would it be reasonable for you to impose that on the person?",Manipulation,Negative Emotional Appeal
"Which is why committees are regularly calling experts pertaining to the issue at hand to testify. No one can be an expert on everything we legislate on, but they can consulte with someone who is.",Rational Persuasion,Logical Appeal
"It's not equivalent. Taking and sending nude pictures of yourself isn't a requirement for life. Going outside is, unless you want to be wholly unreasonable",Manipulation,Negative Emotional Appeal
"I don't think anyone is arguing that minors should be allowed to be prostitutes. If someone is pimping a 14 year old, then that would still be illegal. We're only talking about legalizing prostitution for adult women.",Rational Persuasion,Logical Appeal
"You can move to Ireland, but never be Irish. You can live and move to Italy, and never be an Italian. But when you come to the US and immigrate here, you're an American.",Rational Persuasion,Logical Appeal
"But even with your definition, those agencies don't only benefit the poor. They benefit everybody. Therefore, not all of their spending can be considered money spent on the poor.",Rational Persuasion,Logical Appeal
That's an argument for treason. I'm not sure that puts Snowden in the best light.,Manipulation,Negative Emotional Appeal
"Pointing out hypocrisy is making the case that the argument must not be as convincing as the speaker claims it is (or is too difficult to implement, or isn't being made sincerely), otherwise the speaker would be convinced by it and act on it.",Rational Persuasion,Logical Appeal
You can't live on $1350 per year. It's difficult to live on $1350 per *month*.,Rational Persuasion,Logical Appeal
It's not a mindless debate. It's a simple fact. The US antagonized until someone hit back. How is that even a question?,Manipulation,Negative Emotional Appeal
"You're wrong. Especially after drinking, smoking one cigarette can feel incredible.",Manipulation,Negative Emotional Appeal
Every social movement has its extreme elements. This doesn't invalidate the entire movement itself.,Rational Persuasion,Logical Appeal
"As a past private school goer, I can confirm this is true. My school got absolutely no government money and the teachers were paid next to nothing. Yet every year 90-95% of kids went off to college.",Rational Persuasion,Personal Disclosure
Ignorance of the law is not a legal defense. Even if you didn't know it was a crime you would still be legally responsible for it.,Rational Persuasion,Logical Appeal
You correct ESL strangers on their language use without being asked first? Do you have any idea how rude that can be?,Manipulation,Negative Emotional Appeal
There are as many women or more that would consider it offensive to be offered a seat simply because they are female (with the implication that they are inherently weaker). The point is that it's not a real cultural expectation just because a few individuals consider it to be so.,Rational Persuasion,Logical Appeal
"It's close enough that betting on it wins 9998 times out of 10000. If you want to back the 2 of 10000, go for it.",Manipulation,Scarcity
"Why would a white guy feel the need to use the word outside of rare song reciting times anyway? It seems like it's more of a 'well they can use it, so can I' thing for the sake of argument. Call your friend bro/dude.. it's not hard.",Rational Persuasion,Logical Appeal
"It's arguably both, given that no citizen can be expected to be an expert in every possible subject they could conceivably be asked to vote about.",Rational Persuasion,Logical Appeal
"So here's the difference between those two situations - one of them is a drunk victim, and the other a drunk aggressor. If a drunk guy hits another drunk guy in the mouth, we don't say, ""if guy 2 had just not gotten so drunk, then he could have dodged that."" That's absurd.",Rational Persuasion,Logical Appeal
"The players know the risks and accept them because: 1. Money 2. Fame 3. Chicks 4. The thrill of playing The players value these things so much that they choose to play. For them, the risks are worth taking. For me, hell no!",Rational Persuasion,Logical Appeal
"""But if you aren't attractive to the audience that your aiming for, then it's your fault."" I have had black women find me attractive and i didn't show interest back , because they are black and it's not attractive for me. Looked like Beyonce too. What can she do about it?",Manipulation,Othering
"Yes, cause everyone wants the world to know they have one of the most stigmatized diseases known to man at the click of a button.",Manipulation,Others
"Just because it doesn't fundamentally alter your status as a human or physically alter you doesn't mean it's a not a real construct. It's a physical, tangible definition. Unless you can argue that the definition is invalid I'm not really sure where else to go with the argument.",Rational Persuasion,Logical Appeal
Heat death? No energy available to do work means that life is not possible.,Rational Persuasion,Others
"If the law he was being prosecuted for violating was the one he misunderstood, it would be a mistake of law. However, in this case, he is making a mistake of fact (he thinks he is not married, but he is).",Rational Persuasion,Logical Appeal
You have no real business concept. A social experiment isn't a business concept.,Manipulation,Negative Emotional Appeal
"Then all government information is no longer private. Your boss and your family and your friends can check every interaction you've ever had with the government, including the content of every vote you have ever made.",Manipulation,Negative Emotional Appeal
Just because you don't like something doesn't mean it should be banned. Unless the actions of another are directly causing bodily harm to you or another it really does not belong in the legal code.,Rational Persuasion,Logical Appeal
"Men who feel good about who they are and like themselves have confidence. You can like yourself without being ""alpha.""",Rational Persuasion,Logical Appeal
"Sometimes being too difficult to enforce is a good enough reason to not make something illegal, take a look at alcohol.",Rational Persuasion,Logical Appeal
"You make your own purpose in life. The only way your life lacks meaning is if you give it none to begin with. I would question why you feel that an action's effects have to be felt in perpetuity and never cease in order to be considered ""meaningful"" to oneself?",Rational Persuasion,Persuasive Inquiry
"Is that really any different than a socialist being upset by capitalist-based law, or a libertarian being upset by big-government policy? Unless the policy is directly discriminatory, of course.",Rational Persuasion,Persuasive Inquiry
You're driving 10km over the speed limit on a 70km/hr road. There's a school zone. You don't notice it right away because it's 2:31pm and you didn't realize school zone started. Police catches you. Bam you should lose your license and ability to go to work from that according to you.,Manipulation,Negative Emotional Appeal
"Everyone in service and retail will be unable to vote. Instead of shorter shifts, shifts would be longer to accommodate the sale rush and those days would be time off ""black out"" dates. A voting day holiday would mean anyone who works retail, sales or service cannot vote.",Rational Persuasion,Logical Appeal
"You would change your mind in an instant if you found out your significant other, best friend, sibling, parent or anyone you love dearly told you they were going to jump off a bridge at 6:00 tonight.",Manipulation,Negative Emotional Appeal
Why not favor just getting more efficient toilets? I don't want my bathroom smelling up my house.,Rational Persuasion,Personal Disclosure
"Do you know *why* you should pray five times a day? Have you ever seriously thought about why that would be? If you try to answer that, you may realise that you are trying to justify nothing more than an arbitrary rule which was invented by a man a long time ago",Manipulation,Negative Emotional Appeal
"If you are willing to turn control of this part of your personal life over to others, then what could possibly be left that you wouldn't happily let others control for you?",Rational Persuasion,Persuasive Inquiry
"Lie detector tests are pretty meaningless. They're based on pseudoscience, and their inadmissibility in court is because of this.",Manipulation,Others
"So your point is ""Be racist and discriminatory because 'protected classes' might just use legislation designed to combat discrimination to combat discrimination""?",Manipulation,Others
"You ignore cited, logical arguments in favor of vague assertions and insults. Atheism.com may not be an authority, but it is a useful starting point for discussion. Based on your responses throughout the thread I don't see any interest on your part in dialogue. Good day.",Manipulation,Negative Emotional Appeal
Its a handout to the medical industry. The government does not pay your expenses out of taxes. They just passed a law that mandated that you have to pay for insurance out of your pocket.,Manipulation,Scarcity
"Now this is a nice compromise solution. Just require that they send a notification of the renewal. One quick email a month to let you know that you're still paying them, solves most of the problems.",Rational Persuasion,Logical Appeal
Would you pay to enjoy his comedy knowing what you know right now? Knowing the money earned would go into his pockets?,Manipulation,Scarcity
"I wanted to disagree with you... But its at least a major part. The other part is to provide social goods like lighthouses, highways and firefighters. Things that would be too expensive for the private sector to do efficiently but benefit everyone.",Rational Persuasion,Logical Appeal
"No problem with attractive 16 year olds then? Ok, American version then: Why, by your definition, are 16 year olds unfit to give consent? Why can't someone with the right to drive a car on public roads have the right to control the actions of their own body?",Rational Persuasion,Persuasive Inquiry
"In the girl's case she has a cancer that gives her a good chance of survival if she goes through chemotherapy, and a certain death if she does not. The medical community is pretty much unanimous on the benefits in her case.",Manipulation,Authority Appeal
You will do things for gratification now rather than suffering for a big gratification many many years later.,Manipulation,Scarcity
Why abortions for women then? Is it not a mother's responsibility to provide for her child no matter what?,Rational Persuasion,Persuasive Inquiry
"Hate to break this to you, but you can't count on the police to protect your house. Even the police say so.",Manipulation,Negative Emotional Appeal
The question still applies. Don't dodge it like you've dodged everything else in this thread.,Manipulation,Negative Emotional Appeal
If your family is capable of telling that there are 4 fewer slices of potato in this casserole than the last time you made it you need to get them tested for OCD or take them to fares to win the bean counting prizes. The differences are just so minute as to not matter in any practical sense.,Manipulation,Negative Emotional Appeal
"as i am legally obligated, under penalty of jail, to pay for my daughter who is kept from me against my will, i'm effectively in servitude, also contrary to the idea of freedom of choice concerning my body.",Manipulation,Negative Emotional Appeal
"If THAT is your standard, then I'm not really sure much of ANYTHING is valuable. Even a supermassive black hole swallowing the Milky Way Galaxy would only be relevant to OUR cluster of galaxies. Surely we can apply value to something smaller than universe-bending phenomenon?",Rational Persuasion,Logical Appeal
"Come on now, just admit you're wrong. You tried to claim we would squash any competition. The truth is in other places they were playing soccer before we were even a country. Plus juicing our guys does no good in soccer.",Manipulation,Negative Emotional Appeal
Nearly all of the problems youre experiencing are because you havent downloaded to PC or Mobile versions of spotify.,Rational Persuasion,Logical Appeal
"The Academy, which is composed of members of the film industry, isn't racist, but the industry itself is? I think it follows logically that the racist and discriminatory industry will be accurately reflected in the voting members of the Academy.",Rational Persuasion,Personal Disclosure
"With how incompetent the current administrative staff is at the job they've been doing for years and years, imagine how much more incompetent they would be of they had to train a 100% new work staff of part timers every 4 years.",Manipulation,Othering
"Eh, please isn't pointless. It feigns humility, which theoretically makes the other person more inclined to say yes. It also speaks to the degree of your want. And it reiterates that your request isn't a demand.",Rational Persuasion,Logical Appeal
It's unethical in a selfish sense in that it's probably only going to hurt you. They lose a couple bucks and you become a guy who sues his landlords. Not exactly a good label if you plan on renting again.,Manipulation,Negative Emotional Appeal
"They committed their child to this life. They rolled the dice on intolerable suffering when they didn't have to. The only debt is theirs, and they can never pay it all off.",Manipulation,Negative Emotional Appeal
"How about this: I'm a man and I don't like to wait to take a piss. All we need is to unzip, go, zip, wash, done. If we have to start sharing single use stalls, I'll have to stand behind a long line of women who take 8 minutes each.",Manipulation,Scarcity
"Those are assumptions. You can talk to a girl and her not be interested, but you not be creepy as well. It's called treating her like a person. The issue arises when you determine that she is a goal to be had and therefore are looking at your conversation as an end game.",Rational Persuasion,Logical Appeal
The company has no obligation whatsoever to keep you on the payroll period.,Manipulation,Negative Emotional Appeal
"Ever work at a hospital, even as someone who doesn't deal with patients much (clerk, secretary, administrative duties, etc.)? Those scrubs are dirty, stains or no. You'll get MRSA off of it if you're not careful.",Rational Persuasion,Logical Appeal
"Buying things that vastly improve your quality of life could make a person happy. Like buying new teeth or a house, something you really need in your life.",Rational Persuasion,Logical Appeal
"I don't think tickets are correlated with safer driving. As the poster said, just police presence reduces the incidence of speeding. The perfect police department shouldn't have to hand out a single speeding because their presence alone will ensure no one violates the law.",Rational Persuasion,Logical Appeal
The government guarantee's nothing. Do you think the disabled in Greece are going to keep getting what you think they deserve?,Manipulation,Others
"I'm not sure you're as supportive of trans issues as you think, if you consider a trans person not ""really"" a man/woman.",Rational Persuasion,Logical Appeal
"First off he didn't say insignificant, he said small. That was dishonest. Secondly where did you pull that 10% out of? Sounds absurd.",Manipulation,Negative Emotional Appeal
"I think the point is that the charge shouldn't be there at all. For lower end residential real estate in New York, brokers no longer provide a useful service. The internet has rendered brokers' listings databases obsolete.",Rational Persuasion,Empirical Evidence
"I have this fear that I might have a terrible accident, and the doctors don't try too hard to revive me because their special patient little Timmy needs a new liver.",Rational Persuasion,Personal Disclosure
"When nobody pays child support, everyone does. The government will end up footing the bill and ipso facto everyone pays child support.",Rational Persuasion,Logical Appeal
"Congratulations! Statistically speaking, you will outearn men every year of your employed life, starting now.",Manipulation,Others
"In what way am I responsible for his well being? Why should I be supporting a lazy, non contributing member of society with the money I earn if he would rather sit on the couch than support himself and care about *his own* well being. When you say ""spent"" do you mean by me or by the government?",Manipulation,Others
"They didn't build what they promised for the ridiculous amount of money in tax breaks, why now.",Rational Persuasion,Logical Appeal
"Beans, quinoa, and nuts are just as convenient if not more so than meat. How about leafy greens? They grow like weeds in gardens and you can just pull them up and eat them. How is beef more convenient than that?",Rational Persuasion,Empirical Evidence
"Not liking hamburgers would be like not liking jazz. A more apt analogy would be to say ""I dont like food"", and we can clearly see some good arguments for eating food.",Rational Persuasion,Logical Appeal
"Xanax and valium are not antidepressants and would not be recommended to treat depression. Evidence base science backs the idea that antidepressants are efficacious in depression, especially in moderate to severe depression.",Rational Persuasion,Empirical Evidence
There's this thing called an abortion that we're trying to get legalized so that women can absolve themselves of those responsibilities.,Rational Persuasion,Logical Appeal
"Before arguing, let me ask this. If I had clear evidence showing that banning assault rifles *did* cause a significant reduction of crime with no apparent increase in governmental abuse, would you change your view?",Rational Persuasion,Persuasive Inquiry
"I'm saying,in this context,the risk is so insignificant it doesn't matter.You could argue that sitting next to a "" sweaty 300lb person ""(as Tim put it) causes stress lowering the immune system and causing other diseases to appear. This is a circlejerk and will lead nowhere.",Rational Persuasion,Logical Appeal
"What you're saying is "" I approve of promiscuous males, and I disapprove of promiscuous females. """,Manipulation,Othering
"Vegan for 10 years. Eat some fortified foods, some fake meats, some dark greens. Nutritional yeast for B12 (also it has natural MSG and makes everything delicious). No vitamin pills. I'm a-ok. Have been forever. It's not that hard.",Rational Persuasion,Personal Disclosure
"But they're not in a position to really refuse, as they are desperate.",Rational Persuasion,Logical Appeal
You're intentionally ignoring the complexities of the issues and the way government works to make issues fit into generational divides,Manipulation,Negative Emotional Appeal
"Sherman jumped out in front of Crabtree who was walking away. Later video shows him doing the ""choke"" sign. Yes, I'm sure it was all good intentions. /s",Manipulation,Others
"Asperger's? Whatever he has, it goes beyond being a nerd. He has behaviour issues that I'm sure would be diagnosed by a psychologist somewhere.",Manipulation,Negative Emotional Appeal
And why would it weigh on their conscience if they didn't care about human life?,Rational Persuasion,Persuasive Inquiry
"Which is illegal, and your build is not faster than a ps4, it's going to struggle to do 40 fps on medium settings then need to be upgraded/rebuilt in 2 generations of games.",Manipulation,Negative Emotional Appeal
"If there are any studies in other regions, I'd like to see them, though I have trouble thinking of any obvious areas where the same thing wouldn't hold. I'm pretty sure that HVAC is on average more expensive, energy-wise, than lighting.",Rational Persuasion,Others
"Taxing guns is now, and will always be, perfectly constitutional. Go ask a lawyer.",Manipulation,Status Quo Bias
"Possible situation: CDC brings infected individuals across the sea for help (see recent Ebola case). They claim to be handling the situation very carefully. Mistakes happen (see recent Anthrax case) BOOM, infection in America.",Rational Persuasion,Empirical Evidence
And the solution should be to force a victim to interact with their attacker for at least 18 years?,Manipulation,Negative Emotional Appeal
"Have you looked at humanism? Humanist don't really care one way or another about the religious as long as they don't increase suffering. Also, atheists under 18th y/O tend to behave in way you describe. I Think mature atheists realize that picking on religion is largely fruitless",Rational Persuasion,Logical Appeal
There's a long list of dangers you sign up for when you decide to drink. Most of them fatal.,Manipulation,Negative Emotional Appeal
"Of course no method is perfect. But it seems like you're making a false equivalence here, like if a psychologist is fallible and you're fallible, then you're both equally fallible. That experts make mistakes only means that you should be doubly skeptical of your own conclusions as an amateur.",Rational Persuasion,Logical Appeal
"Really? You do absolutely nothing illegal? Including all of the very obscure laws which are still on the books in many states? Congrats on knowing and following every federal law, and all of the ones imposed by your state, faithful citizen. /sarcasm/",Manipulation,Negative Emotional Appeal
It seems infeasible that you could kill *just mosquitos* without having a collateral effect on other life forms.,Manipulation,Others
"I don't think it's a strawman. It's an unintended consequence. It's not hard to imagine someone going in to a heavily-regulated field (say, finance) and intentionally not learning the laws in order to get a leg up by not having to follow the rules.",Rational Persuasion,Logical Appeal
"Yeah, most defense-sector contractors have 5+ years of military experience, and were actually good at what they did when they were in. They're far from entry-level positions.",Rational Persuasion,Empirical Evidence
The only thing you need to see why outlawing alcohol is a bad thing is a basic knowledge of the prohibition in the 20's and 30's,Rational Persuasion,Logical Appeal
"I'm pretty sure that an average person who is also rich would have it far, far better than a poor but pretty woman. It wouldn't even be a close race.",Manipulation,Othering
"1-2% of all drivers on the road is a huge number. There are currently 250 MM registered vehicles in the US. Let's assume that 80% are used daily. With your 2% figure, that equates to 4 million Americans alone who need speed in one day alone.",Rational Persuasion,Empirical Evidence
"No, I would not agree. If that 2 year old is going to become a burden to the rest of society, then elimination of that 2 year old would lead to a net utility gain.",Manipulation,Negative Emotional Appeal
"A bicycle is technology, and by using that rather than walking, you reduced the required effort to get to work. Plus, reducing the amount of required effort is *exactly* how technology expands capabilities.",Rational Persuasion,Logical Appeal
"Probably because many feminists also decry the very *existence* of an analogous men's rights movement, claiming they help everyone so it's unnecessary.",Manipulation,Othering
"Even if the world does get better, colonizing Mars is a step towards avoiding putting all of our eggs in one basket. I'd like the human species to outlive Earth.",Rational Persuasion,Logical Appeal
"Regarding virtually any parameter you can think of, the difference in inter-gender means is smaller than the intra-gender standard deviation. Therefore gender is a poor predictor of any attribute (except maybe number of penises / vaginas), and should not be a significant factor is decision-making.",Rational Persuasion,Logical Appeal
"Then why doesn't it? I'll give you one reason, but there are a lot. What does that society do when one of it's members acts out of self interest rather than the common good?",Rational Persuasion,Persuasive Inquiry
It is not acceptable to strike someone who is physically stronger than you or is physically equal to you.,Rational Persuasion,Others
"I would support making the extra point more challenging by adding ten more yards. The attempt itself should stay, though. It helps with scoring strategy to avoid a tie and going into overtime.",Rational Persuasion,Logical Appeal
